CB NO,RACE,SEX,AGE,STATUTE,STATUTE DESCRIPTION,ARREST DATE,ARREST TIME,ARREST BEAT,STATUTE TAG
18895469,WHI,F,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,2027,124,Possess <2.5g
18895388,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,2032,431,Possess <2.5g
18895392,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,2032,431,Possess 2.5g-10g
18895390,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,2035,334,Possess 2.5g-10g
18895419,WWH,M,52,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,2045,1031,Possess <2.5g
18895435,WWH,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,2050,1024,Possess 2.5g-10g
18895406,WWH,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,2055,2521,Possess 2.5g-10g
18895405,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,2058,1914,Possess 2.5g-10g
18895422,WWH,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,2114,2521,Possess 2.5g-10g
18895470,BLK,M,41,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,2200,1134,Possess <2.5g
18895481,WWH,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,2250,2412,Possess 2.5g-10g
18895479,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,2300,1513,Possess 2.5g-10g
18895537,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,2351,1111,Possess 2.5g-10g
18895556,BLK,M,31,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,15,2234,Possess 2.5g-10g
18895776,BLK,M,42,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,1100,2533,Possess 2.5g-10g
18895793,BLK,M,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,17-May-14,1125,1523,Possess <2.5g
18895805,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,1150,1122,Possess 2.5g-10g
18895822,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,1153,1024,Possess 2.5g-10g
18895871,BLK,M,53,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,1505,1913,Possess 2.5g-10g
18895875,WWH,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,17-May-14,1507,1233,Possess <2.5g
18895888,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,17-May-14,1535,1233,Possess <2.5g
18895914,BLK,M,49,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,17-May-14,1628,1914,Possess <2.5g
18895985,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,1911,1522,Possess 2.5g-10g
18896005,BLK,F,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,17-May-14,1916,1013,Possess <2.5g
18896056,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,1924,212,Possess 2.5g-10g
18895999,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,1925,323,Possess 2.5g-10g
18896026,WWH,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,1933,922,Possess 2.5g-10g
18896036,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,2025,612,Possess 2.5g-10g
18896101,WWH,F,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,17-May-14,2048,824,Possess <2.5g
18896114,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,2116,831,Possess 2.5g-10g
18896094,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,2148,524,Possess 2.5g-10g
18896127,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,2154,2534,Possess 2.5g-10g
18896148,BLK,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,2215,313,Possess 2.5g-10g
18896146,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,2250,1134,Possess 2.5g-10g
18896173,BLK,M,31,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,17-May-14,2350,333,Possess 2.5g-10g
18896273,WWH,M,22,7-24-099-A,POSSESSION OF CANNABIS UP TO 15 GRAMS,18-May-14,218,2514,Possess up to 15g
18896415,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,18-May-14,1030,2221,Possess <2.5g
18896456,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,18-May-14,1205,1533,Possess <2.5g
18896463,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,1256,631,Possess 2.5g-10g
18896482,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,1315,2222,Possess 2.5g-10g
18896496,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,1428,2423,Possess 2.5g-10g
18896519,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,1510,1122,Possess 2.5g-10g
18896555,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,1537,511,Possess 2.5g-10g
18896567,BLK,F,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,1622,323,Possess 2.5g-10g
18896603,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,18-May-14,1742,823,Possess <2.5g
18896610,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,1828,1121,Possess 2.5g-10g
18896671,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,1930,932,Possess 2.5g-10g
18896696,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,2020,2534,Possess 2.5g-10g
18896811,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,18-May-14,2035,932,Possess <2.5g
18896728,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,2049,511,Possess 2.5g-10g
18896758,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,2100,211,Possess 2.5g-10g
18896746,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,18-May-14,2130,1122,Possess <2.5g
18896756,WHI,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,18-May-14,2130,1624,Possess <2.5g
18896783,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,2147,412,Possess 2.5g-10g
18896817,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,18-May-14,2220,835,Possess <2.5g
18896845,BLK,F,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,18-May-14,2235,332,Possess 2.5g-10g
18897072,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,1145,1533,Possess 2.5g-10g
18897109,BLK,M,45,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,1303,532,Possess 2.5g-10g
18897130,BLK,M,36,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,1330,1021,Possess 2.5g-10g
18897136,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,1330,1021,Possess 2.5g-10g
18897142,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,1345,735,Possess 2.5g-10g
18897137,BLK,M,31,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,1405,711,Possess 2.5g-10g
18897175,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,1520,725,Possess 2.5g-10g
18897179,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19-May-14,1528,611,Possess <2.5g
18897190,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19-May-14,1535,1215,Possess <2.5g
18897184,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,1600,634,Possess 2.5g-10g
18897487,BLK,F,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19-May-14,1603,731,Possess <2.5g
18897216,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,1640,722,Possess 2.5g-10g
18897382,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,1920,2531,Possess 2.5g-10g
18897361,WWH,M,34,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19-May-14,1938,1024,Possess <2.5g
18897369,BLK,M,36,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,1952,332,Possess 2.5g-10g
18897473,BLK,M,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19-May-14,2048,2431,Possess <2.5g
18897428,BLK,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,2048,2431,Possess 2.5g-10g
18897462,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,2146,1134,Possess 2.5g-10g
18897480,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19-May-14,2200,1511,Possess <2.5g
18897540,BLK,F,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,2225,725,Possess 2.5g-10g
18897553,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19-May-14,2245,1022,Possess 2.5g-10g
18897594,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,20-May-14,10,832,Possess <2.5g
18897630,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,20-May-14,40,224,Possess <2.5g
18897819,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,20-May-14,1158,423,Possess <2.5g
18897824,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,20-May-14,1320,1112,Possess <2.5g
18897822,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,20-May-14,1330,711,Possess <2.5g
18898114,WWH,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,20-May-14,1900,2522,Possess 2.5g-10g
18898129,WWH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,20-May-14,1900,2522,Possess 2.5g-10g
18898091,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,20-May-14,1935,1133,Possess 2.5g-10g
18898151,WWH,M,44,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,20-May-14,2255,934,Possess 2.5g-10g
18898155,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,20-May-14,2310,2432,Possess <2.5g
18898194,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,57,723,Possess 2.5g-10g
18898354,BLK,F,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,21-May-14,1029,522,Possess <2.5g
18898374,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,1140,1914,Possess 2.5g-10g
18898419,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,1235,1115,Possess 2.5g-10g
18898444,BLK,M,49,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,1339,1233,Possess 2.5g-10g
18898498,WWH,M,26,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,21-May-14,1440,1211,Possess <2.5g
18898474,BLK,F,34,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,1445,333,Possess 2.5g-10g
18898502,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,1542,1914,Possess 2.5g-10g
18898540,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,21-May-14,1641,1532,Possess <2.5g
18898568,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,21-May-14,1650,1122,Possess <2.5g
18898586,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,21-May-14,1729,1233,Possess <2.5g
18898622,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,21-May-14,1729,1233,Possess <2.5g
18898624,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,1819,511,Possess 2.5g-10g
18898686,BLK,F,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,1902,2232,Possess 2.5g-10g
18898697,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,1932,1112,Possess 2.5g-10g
18898726,WWH,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,1950,2511,Possess 2.5g-10g
18898738,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,2035,724,Possess 2.5g-10g
18898750,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,2035,724,Possess 2.5g-10g
18898801,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,2120,431,Possess 2.5g-10g
18898799,BLK,F,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,21-May-14,2210,2512,Possess 2.5g-10g
18898847,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,21-May-14,2214,1424,Possess <2.5g
18898861,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,21-May-14,2332,1021,Possess <2.5g
18899012,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,22-May-14,915,1522,Possess <2.5g
18899070,BLK,M,43,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,22-May-14,1047,712,Possess <2.5g
18899088,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,22-May-14,1120,1121,Possess <2.5g
18899093,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,1147,934,Possess 2.5g-10g
18899150,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,22-May-14,1150,632,Possess <2.5g
18899167,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,1400,2223,Possess 2.5g-10g
18899197,BLK,M,39,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,1420,825,Possess 2.5g-10g
18899195,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,22-May-14,1508,1233,Possess <2.5g
18899189,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,1508,1233,Possess 2.5g-10g
18899258,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,1655,731,Possess 2.5g-10g
18899305,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,1812,1511,Possess 2.5g-10g
18899330,BLK,M,37,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,22-May-14,1900,726,Possess <2.5g
18899329,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,1900,726,Possess 2.5g-10g
18899327,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,1905,621,Possess 2.5g-10g
18899402,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,22-May-14,1910,231,Possess <2.5g
18899404,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,1945,1121,Possess 2.5g-10g
18899490,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,2021,725,Possess 2.5g-10g
18899462,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,22-May-14,2030,422,Possess <2.5g
18899413,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,2100,631,Possess 2.5g-10g
18899411,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,22-May-14,2102,1113,Possess 2.5g-10g
18899562,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,45,424,Possess <2.5g
18899687,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,954,1112,Possess <2.5g
18899736,WHI,M,54,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,954,123,Possess <2.5g
18899737,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,23-May-14,1135,1134,Possess 2.5g-10g
18899845,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,1315,533,Possess <2.5g
18899855,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,1315,533,Possess <2.5g
18899787,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,1325,2234,Possess <2.5g
18899780,BLK,M,38,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,1330,1914,Possess <2.5g
18899843,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,1545,1233,Possess <2.5g
18900068,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,23-May-14,1835,1134,Possess 2.5g-10g
18899979,BLK,M,36,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,1940,725,Possess <2.5g
18899976,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,1950,1423,Possess <2.5g
18899972,WWH,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,1950,1423,Possess <2.5g
18900027,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,2030,524,Possess <2.5g
18900190,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,23-May-14,2055,422,Possess 2.5g-10g
18900086,WWH,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,23-May-14,2101,1023,Possess 2.5g-10g
18900036,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,23-May-14,2105,713,Possess 2.5g-10g
18900132,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,23-May-14,2115,723,Possess 2.5g-10g
18900089,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,23-May-14,2135,935,Possess 2.5g-10g
18900095,BLK,M,42,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,2145,221,Possess <2.5g
18900151,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,23-May-14,2210,2534,Possess 2.5g-10g
18900137,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,23-May-14,2310,832,Possess 2.5g-10g
18900227,BLK,M,34,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,23-May-14,2311,333,Possess <2.5g
18900249,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,110,424,Possess 2.5g-10g
18900315,WWH,F,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,24-May-14,225,1212,Possess <2.5g
18900444,BLK,M,64,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,1050,124,Possess 2.5g-10g
18900450,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,1113,423,Possess 2.5g-10g
18900457,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,24-May-14,1140,1531,Possess <2.5g
18900504,BLK,M,40,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,1400,1524,Possess 2.5g-10g
18900513,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,1400,1524,Possess 2.5g-10g
18900512,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,1402,2531,Possess 2.5g-10g
18900541,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,24-May-14,1537,1523,Possess <2.5g
18900574,BLK,F,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,24-May-14,1615,513,Possess <2.5g
18900611,BLK,M,52,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,24-May-14,1830,1135,Possess <2.5g
18900681,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,2020,825,Possess 2.5g-10g
18900726,WWH,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,2021,2525,Possess 2.5g-10g
18900714,WHI,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,2035,1631,Possess 2.5g-10g
18900786,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,2130,512,Possess 2.5g-10g
18900745,BLK,M,30,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,24-May-14,2138,1021,Possess <2.5g
18900754,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,2146,1133,Possess 2.5g-10g
18900769,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,24-May-14,2211,634,Possess <2.5g
18900820,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,2300,612,Possess 2.5g-10g
18900867,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,2308,411,Possess 2.5g-10g
18900872,BLK,M,38,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,24-May-14,2308,411,Possess 2.5g-10g
18900938,BLK,M,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,25-May-14,133,631,Possess <2.5g
18900910,WWH,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,25-May-14,138,2424,Possess <2.5g
18900953,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,25-May-14,210,1134,Possess 2.5g-10g
18901189,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,25-May-14,1345,523,Possess 2.5g-10g
18901192,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,25-May-14,1350,1133,Possess 2.5g-10g
18901237,BLK,F,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,25-May-14,1505,424,Possess 2.5g-10g
18901301,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,25-May-14,1635,533,Possess <2.5g
18901383,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,25-May-14,2030,1522,Possess 2.5g-10g
18901506,BLK,F,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,25-May-14,2310,414,Possess 2.5g-10g
18901530,WWH,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,26-May-14,21,1013,Possess <2.5g
18901545,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,26-May-14,39,1031,Possess <2.5g
18901761,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,26-May-14,1128,734,Possess 2.5g-10g
18901766,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,26-May-14,1227,1233,Possess <2.5g
